sentence,language
"Peter Langston né en 1946 est un développeur qui a travaillé sur plusieurs jeux gratuits distribués sous Unix dans les années 1970.
Notamment:

en 1971, la version originale du jeu Empire, ancêtre des jeux de stratégie,
en 1974, Wander, le précurseur des jeux d'aventure textuels,,
en 1976, l'idée originale de l'Internet Oracle.En 1982, il a été embauché par Lucasfilm pour créer LucasArts. Il mit en place les équipes chargées de la conception et de la programmation, et participa lui-même à la conception des deux premiers jeux : Ballblazer et Rescue on Fractalus!. Il créa un système de musique algorithmique permettant d'influencer la musique en fonction des actions effectuées dans le jeu.
Il est également un guitariste notable.",french
"Donnan est une ville fantôme, du comté de Fayette en Iowa, aux États-Unis. Les bureaux de la poste sont mis en service le 10 juillet 1874. La ville est fondée en 1878 sous le nom de Donnan Junction. La population de la ville s'est lentement effondrée : en 1990, elle était de 7 habitants. Ceux-ci ont alors voté pour que la ville soit désincorporée, en 1991.

",french
"Thierry III († 826) est un comte d'Autun du IXe siècle de la famille des Guilhelmides, fils de Guillaume de Gellone et de sa seconde épouse Guibourg.",french
"Dili est la capitale du Timor oriental sur l'île de Timor (dans l'archipel de l'Insulinde).
Dili est un port et centre commercial important, comptant approximativement 150 000 habitants. Elle est aussi le chef-lieu de la municipalité de Dili.",french
"Le Poejo est une liqueur typique Portugaise, de la région de l'Alentejo. Elle est à base de menthe pouliot (Mentha pulegium). Cette plante herbacée de la famille des Lamiacées est très utilisée dans la cuisine portugaise comme plante condimentaire pour ses feuilles très aromatiques.
C'est une des plus anciennes liqueurs du Portugal, au même titre que la liqueur de Ginja d'Óbidos, Alcobaça et Caldas da Rainha.
La liqueur de poejo apparaît sous trois couleurs différentes : verte, jaune ou transparente. Verte lorsqu'on utilise du pouliot vert, jaune lorsqu'on utilise du pouliot sec, et transparente lorsqu'elle est restée exposée trop longtemps à la lumière du jour. Elle est considérée comme l'un des digestifs les plus efficaces.
Utilisée par les moines, depuis le Moyen Âge, pour ses propriétés antispasmodiques et stimulantes. 
Quant à l'eau de menthe, elle est très utilisée par les Arabes, pour soulager les maux de tête, et calmer le système nerveux.

 Portail du Portugal   Portail des boissons",french
"Cet article présente la liste des partis et mouvements politiques français actuellement en activité, ainsi que leur représentation dans les différentes chambres de la République française. La liste des partis politiques ayant disparu (ou qui sont dans un état d'inactivité complet) fait l'objet d'un autre article.",french
"Le championnat de France de rugby à XV de 1re division fédérale, appelé plus simplement Fédérale 1, est l'échelon national supérieur du championnat de France de rugby à XV amateur masculin et est considéré à ce titre comme l'élite amateur masculin. Antichambre des deux divisions professionnelles — Top 14 et Pro D2 — il est organisé par la Fédération française de rugby depuis 2000, date à laquelle il a remplacé le Groupe B2.",french
"Françoise Auricoste, née à Paris le 29 mars 1926,  est une historienne française qui s'intéresse spécialement à l'histoire du Quercy et à celle de ses habitants depuis les origines.",french
"Quadrazais est une freguesia (« paroisse civile ») du Portugal, rattachée au concelho (« municipalité ») de Sabugal et située dans le district de Guarda et la région Centre.",french
Les Frères Barberousse (Flame of Araby) est un film américain réalisé par Charles Lamont et sorti en 1951.,french
"Josephus Lyles (né le 22 juillet 1998 à Gainesville) est un athlète américain, spécialiste du sprint.",french
Cras est une commune française située dans le département de l'Isère en région Auvergne-Rhône-Alpes. Elle fait partie de la communauté de communes de  Saint-Marcellin Vercors Isère Communauté.,french
"Le Désespoir du singe est une série de bande dessinée. 

Scénario : Jean-Philippe Peyraud
Dessins : Alfred
Couleurs : Delph",french
"Zeta Tucanae (ζ du Toucan) est une étoile située à 28 années-lumière de la Terre dans la constellation du Toucan. Il s'agit d'une des étoiles les plus proches du système solaire.
C'est une naine jaune-blanche de la séquence principale et de type spectral F9. Sa taille est d'environ 90 % de celle du Soleil et sa luminosité de 130 %.
Zeta Tucanae fait partie des 100 étoiles comprises dans le projet Terrestrial Planet Finder de la NASA, qui a pour objectif de détecter et d'étudier des planètes telluriques.",french
"Le district de Tehri Garhwal est un district indien situé dans l’État de l'Uttarakhand. En 2001, sa population était de 604 747 habitants.",french
"La rue Marietta-Martin est une voie du 16e arrondissement de Paris, en France.",french
"Sîn-eribam Sin-Iribam ou Sin-eribam, fut roi de Larsa de 1842 à 1840 av. J.-C..

 Portail du Proche-Orient ancien",french
"Simonkatu, (suédois : Simonsgatan) est une rue du centre d'Helsinki en Finlande. 
Elle relie les rues Mannerheimintie et Annankatu.
Dans le prolongement de Simonkatu,  de l'autre coté de Mannerheimintie, se trouve la rue Kaivokatu en direction de la gare centrale.",french
"Jan Verheyen  est un footballeur belge, né le 9 juillet 1944 à Hoogstraten (Belgique).
Il a joué principalement au K Beerschot VAC et au RSC Anderlecht. Il a été 33 fois en équipe de Belgique notamment pour l'Euro 1972. 
Son fils Gert Verheyen sera également footballeur professionnel.",french
"L'exploitation minière des astéroïdes désigne la mise en valeur des gisements de minerais contenus dans un astéroide. Compte tenu des capacités technologiques actuelles (2018), l'idée relève encore seulement d'un projet à échéance lointaine. Elle est envisagée pour pallier la raréfaction des minerais sur Terre. Même des astéroïdes d'un kilomètre peuvent contenir une quantité de matériaux bruts exploitables. Les cibles les plus évidentes sont les géocroiseurs.",french
Le VfR Frankenthal est un club allemand de football localisé à Frankenthal en Rhénanie-Palatinat.,french
"Benoit Fond est un homme politique français né le 9 octobre 1793 à Orliénas (Rhône) et décédé le 10 septembre 1888 à Chaponost (Rhône).
Maire de Chaponost, il est député du Rhône de 1849 à 1851, siégeant à gauche.",french
"Louis Crignier (né à Amiens en 1790, mort après 1831) est un peintre français de l'époque romantique.
Élève de Jacques-Louis David et du Baron Gros, il expose aux Salons de 1819 (un Milon de Crotone), de 1824 (une Jeanne d'Arc dans sa prison, offerte en 1826 au musée d'Amiens), et de 1831 (un Raphaël présenté au Pérugin, signalé dans les années 1980 dans la collection Mésenge à Paris).",french
"Le radical 29, qui signifie la main droite, est un des 23 des 214 radicaux chinois répertoriés dans le dictionnaire de Kangxi composés de deux traits.",french
The Lucid Collective est le deuxième album studio du groupe de death metal technique canadien Archspire sorti le 25 avril 2014.,french
"Blackfield est un village du Hampshire, en Angleterre. Il se trouve dans la paroisse de  Fawley et englobe le petit village de Langley.",french
"American Generation est le titre du cinquième album du groupe The Ritchie Family.

",french
"Insaf Yahyaoui (arabe : انصاف يحياوي), née Ben Zineb, est une animatrice de télévision tunisienne. Elle anime depuis 2014 l'émission hebdomadaire Kahwa Arbi sur la Télévision tunisienne 1.",french
Cybaeolus est un genre d'araignées aranéomorphes de la famille des Hahniidae.,french
"La Renault Laguna est la désignation commerciale de trois générations de véhicules du segment des familiales du constructeur automobile Renault. Celle-ci a remplacé la Renault 21 produite depuis 1986.
La première génération a été présentée au public en novembre 1993. Disponible initialement uniquement en version berline, le break dénommé Grandtour fait son apparition à la fin de l'année 1995.
La seconde génération, produite entre le printemps 2001 et l'automne 2007, est le premier modèle de voiture a obtenir la note parfaite de cinq étoiles au test Euro NCAP. La troisième génération a été dévoilée à son tour à l'automne 2007, suivie de la version « Coupé » présentée au Mondial de l'automobile de Paris 2008.
Les trois générations de Laguna furent assemblées dans l'usine Renault de Sandouville en Normandie. La production du modèle s'arrête en automne 2015, après un peu plus de 21 ans. Celle-ci a été remplacée par la Renault Talisman, basée sur la nouvelle plateforme modulaire de l'Alliance Renault-Nissan.",french
"Ježeprosina (en cyrillique : Јежепросина) est un village de Bosnie-Herzégovine. Il est situé dans la municipalité de Konjic, dans le canton d'Herzégovine-Neretva et dans la Fédération de Bosnie-et-Herzégovine. Selon les premiers résultats du recensement bosnien de 2013, il compte 23 habitants.",french
"Terrace Martin est un producteur de musique américain originaire de Los Angeles, en Californie. 
Il doit en partie sa notoriété pour avoir produit des musiques d’artistes populaires notamment Snoop Dogg, Busta Rhymes, Stevie Wonder, Charlie Wilson, Raphael Saadiq et Kendrick Lamar. Terrace Martin joue de plusieurs instruments et sample des morceaux issus de nombreux styles musicaux (funk, jazz à la musique classique en passant par la soul) dans ses productions de hip-hop. Il travaille sous sa propre société, la Terrace Martin Music, actuellement dirigée par la directrice exécutive Monesia Hobbs.",french
"Scott Heim, né le 26 septembre 1966 à Hutchinson, au Kansas, est un écrivain américain.",french
"La ville américaine de Cooperstown est le siège du comté de Griggs, dans l’État du Dakota du Nord. Selon le recensement de 2010, sa population s’élève à 984 habitants.",french
"La rue Saint-Étienne-des-Grès est une ancienne rue de Paris, aujourd'hui disparue, qui était située dans le quartier Saint-Jacques.",french
"2008 au Kenya - 2009 au Kenya - 2010 au Kenya - 2011 au Kenya - 2012 au Kenya
 2008 par pays en Afrique - 2009 par pays en Afrique - 2010 par pays en Afrique - 2011 par pays en Afrique - 2012 par pays en Afrique -",french
"Wyhl am Kaiserstuhl est une commune de Bade-Wurtemberg (Allemagne), située dans l'arrondissement d'Emmendingen, dans le district de Fribourg-en-Brisgau.",french
"La province de Rumilly est l'une des circonscriptions du duché de Savoie pour la période de 1816 à 1818. Elle correspond en partie à la région naturelle de l'Albanais, à laquelle ont été adjoints le pays de Seyssel et la Semine. Son chef-lieu est établi dans la ville de Rumilly.",french
